,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37
Feature 13,0.000464520267315535,0.0004657547400572589,0.001350943197151744,-0.0033583059330113863,0.001267318865859629,-0.001564245958666331,-0.0023727475215644866,0.0009670524305763921,0.0014643564132910192,0.00452299452501186,-0.001517436122199387,-0.0027853769586352766,0.06662264946805803,0.002139881893181917,-0.002370458690220273,-0.0008539601739461107,-0.001207278485931925,-3.776891343912079e-05,0.00024963413480536304,0.0010590457577361247,-0.0016030598294927386,-0.0016521831763944947,-0.00023271429491819438,-0.00048380724592014975,0.000271504906505539,-0.0016288563908764045,-0.0014323529440454768,-0.0022819274788775734,-0.0034257661236176285,-0.00054925259996182,7.02266205093338e-05,-0.0006693033760825347,-0.003841990227851933,-0.0007046165501226691,-0.0020912742287229947,-0.013360556772934563,0.015877800898879798
Feature 14,0.00027000553353036645,-0.0016299450038860072,0.00022376940542735257,-0.0007467699980394421,-0.0020392463391119414,-2.0831409805350622e-05,0.00039556038589515566,-0.0009209505059007651,0.0011925599865115404,-8.752644603658474e-05,0.00022436188932035777,0.0024901174085816893,0.002139881893181917,0.08465448909169632,-0.0008223988389798618,-7.544541702430477e-05,0.00019180202739890658,-0.00102525906386509,0.0003213628583664373,-0.0008615324425734693,0.0002967619167584466,-0.0011934441529067893,-0.0021795669982528384,0.0009010589075178457,-0.0003500324358353784,0.004148346434384054,-0.0017332864688992366,0.0005489561233535131,0.0016265960048374602,-0.00013854649974568857,0.0011773784677030722,0.0004468424391981792,0.0008897745859038097,-0.00021298341275202554,-0.00045147107826534413,0.000150175992281038,-0.0005878117059881539
Feature 15,-0.0034945329739725943,0.0025555789541122005,-0.002417611293859606,0.003143749204304425,-0.0020878578801797245,-0.0017570979423908847,-0.0015064513659167151,0.0006108505442371756,0.000481909347519972,-0.00016814516995404568,0.00416018191775488,0.0015013107080131072,-0.002370458690220273,-0.0008223988389798618,0.08597705182546435,-0.00013585077847192307,-0.0045246967257271415,0.0017562948355608699,0.0023371718894462084,-0.0006867985968263125,-0.000850116186427526,0.0032411053087973646,0.003959703080532486,0.0005341812271598087,-0.0008447009225147939,-0.003359350646411647,-0.0023530905433741226,-0.0005231199330228654,-0.001555632522109208,0.0006763790251814389,0.0011014228464249411,0.00044857525530369555,-0.002570112315226429,0.0005419388905384521,-0.0001471768469784918,-0.0001272881721867458,0.0014264563813461578
Feature 16,-0.00028515556552893774,0.00014657698338014618,0.00029554926991903313,0.0006419620246537138,-0.002861860360744011,0.00353878176800932,0.0015315316921459413,0.0020132996343631433,-0.0007718262580729025,-0.0003382245303551797,0.0015360863356354891,0.0015823522295967103,-0.0008539601739461107,-7.544541702430477e-05,-0.00013585077847192307,0.08451815979980574,-0.0002594515937667298,-0.0009710388981854066,-3.1807271942738756e-05,-0.0024600689711238273,0.0027650838293444857,0.0010608399125145258,0.0006222742372444587,-0.0025739987525104434,-0.0034254741165013693,5.8572999627918426e-05,-0.0022391041145729497,-0.0013736096560427805,0.0006056159678682183,-2.111212875254182e-05,0.0029031191978269853,0.0011485622919070989,-0.0015710592485416053,-0.0006593459013326607,-0.001781666573330615,-0.018077808585909187,0.020711435739045662
Feature 17,0.00016335696438771901,-0.0005816877246356615,0.002948875557975047,0.0032268839426758383,-0.0003275905627205939,0.0018130028268079144,-0.0022452613864873553,-0.003341367486302498,-0.0017947579159101842,0.003573138357552392,-0.0017692381903270213,-0.0010331919486024797,-0.001207278485931925,0.00019180202739890658,-0.0045246967257271415,-0.0002594515937667298,0.08251850435446442,0.0020998502742124495,0.0017672234634583145,0.00018637100403997548,0.0007304856752599896,-0.0008694773005228968,0.0016559397978585485,-0.002148371725047642,-0.0010746530041120248,-0.0012369257900190153,0.0014298844901214727,-0.0005524012341495912,0.0003971531697985196,-0.0010146763096708174,1.8637561405499378e-06,-5.694226686135057e-05,0.00043766367203094806,-0.0013196470668854529,0.00047928418271789194,0.0015839731862762143,-0.000900340795865785
Feature 18,0.0004177813536176213,-0.00046044076205894405,0.0017106930091328326,0.0002396744888568774,-0.0013133745031037227,0.005175680283528068,0.0019221523601624583,-0.00016978946233757694,-0.001016478116267959,0.002054689954471747,0.0005312224906270257,0.0006395364671532558,-3.776891343912079e-05,-0.00102525906386509,0.0017562948355608699,-0.0009710388981854066,0.0020998502742124495,0.08266262253588959,-0.001281247467000833,-0.0003464654461201284,-0.0026191586399882537,0.0006604963714106059,0.0012175903429414907,0.00045528541284092826,-0.0007573830126701468,-0.0002465102022150707,-0.0003037290445482962,0.0010108479230699192,-0.000664775516488014,0.00026145541044284536,-0.00021462230495549473,-0.0005684869279078692,-0.000569538840807234,0.0006666301809513212,0.00039454427359627973,-0.0007221712722984732,0.00012608088844471438
Feature 19,0.0012297905629111857,-0.0012960887523013722,0.0014736635240772565,-0.00018924095877598704,0.004178445532898402,0.0018756448072607067,0.0003285010520011295,0.0027674475698634283,-0.0018782031231413627,-0.001317844208674261,-0.002367070703068952,-0.0008223422923466742,0.00024963413480536304,0.0003213628583664373,0.0023371718894462084,-3.1807271942738756e-05,0.0017672234634583145,-0.001281247467000833,0.08252578709599862,0.0009696566171482909,-0.00034304500235030283,-0.0004868871004403028,-0.003659761505992097,0.0011873953668460095,-0.0007744565530858463,-0.0020639362166188615,0.02174488479606684,0.00016333617986171272,0.005107480921752443,0.0009489013197999608,0.0011452069731406162,-0.009442185684767684,0.004763461406449154,0.0027203046718710755,-0.002850103423587094,0.0002098578076373935,-0.0010721119556763735
Feature 20,-0.0036417977741062427,-0.0022138414796213685,0.0006163399939924305,0.00022902686161899882,0.0027073501749365365,-0.0016316104085983302,-8.930740099667063e-05,-0.0038255113584279594,0.0010271625228208251,0.0016381993662515544,-0.0016294286521325854,0.0009658600895527012,0.0010590457577361247,-0.0008615324425734693,-0.0006867985968263125,-0.0024600689711238273,0.00018637100403997548,-0.0003464654461201284,0.0009696566171482909,0.08497464607609058,-0.0008497336971121666,0.0007405585536265626,-0.0008803418480501097,-0.00023671940777399714,3.3644201277265707e-05,-7.081373928276497e-05,-0.0032272300132825224,-0.00010197130748916147,0.0003955264439464607,-0.0010404313159919289,0.002507109503752484,-0.0022630007653077567,-0.0014978723364199584,0.00038057770920314976,0.0008976368105449244,-0.017746436917472824,0.02147691055615208
Feature 21,-0.0008926516488461929,-0.0021295983761503248,-0.0008090790246331622,0.003759855042632417,0.0036422629047302927,-0.0035708196817624306,0.0012398230963801544,0.003722699140709753,-0.0026772044946461546,-0.0009881167899968228,0.0027426952611443343,0.0023853534745641586,-0.0016030598294927386,0.0002967619167584466,-0.000850116186427526,0.0027650838293444857,0.0007304856752599896,-0.0026191586399882537,-0.00034304500235030283,-0.0008497336971121666,0.08563577444686885,-0.0004928725792954323,0.00024762207987863243,-0.00445824546004107,0.0029149543581194273,0.0009811313426767937,-0.001858104613212798,-0.0007671809433611824,0.0017243402227832552,-0.00033051681648355795,0.0005223597421421976,-0.0012226185416489388,0.001503558780976082,-0.00019754022757036962,0.0014551151756550073,0.0005055031957306483,-0.0021198547511273734
Feature 22,-0.005836950881997604,0.0014467492694138309,-0.0009015298182450806,0.00012391039409769317,0.0005840781418887136,-0.004336735550839062,-0.0005511086239224813,0.0009911226446472528,0.0008746890444369753,-0.0018507953304001804,0.001391324061539531,0.0011854974618652602,-0.0016521831763944947,-0.0011934441529067893,0.0032411053087973646,0.0010608399125145258,-0.0008694773005228968,0.0006604963714106059,-0.0004868871004403028,0.0007405585536265626,-0.0004928725792954323,0.08388456372025223,0.0005595819593857974,0.0004198832164658723,-0.002575463449355396,-0.0011514467713466562,-0.0047255027690961795,-0.001865263408183826,-0.0014232872322280299,0.0029143871241316486,-0.009691137733236928,-0.001418466968394602,0.00590661106188802,0.003029600225757044,-0.0005070457850852849,-0.04602533707357125,0.07718798996388396
Feature 23,-0.0010973292994109565,0.00022967020976792703,-0.00021221632442233924,-0.0020699048902724187,0.0014047196759247465,0.001907550037962351,-0.0015879709411795004,-0.0006655261275094614,0.0020097059078303405,0.0010001720300444714,0.002717266151826306,-0.00015338957394144665,-0.00023271429491819438,-0.0021795669982528384,0.003959703080532486,0.0006222742372444587,0.0016559397978585485,0.0012175903429414907,-0.003659761505992097,-0.0008803418480501097,0.00024762207987863243,0.0005595819593857974,0.08467429119129254,-0.001887825916844313,0.002632434574471976,0.0013311476192719952,-0.0016316230522268349,-0.0007793900582608498,0.006245814890099187,-0.0013021283406856599,-0.006043701801868095,-0.00288400333068862,0.011571058118647422,-0.0012486879850371081,-0.00023037103986141744,0.0004685826750187012,-0.0002955063627122852
Feature 24,0.0012660312226035527,0.00043467227847615163,-0.0016474905907478406,0.00011260780079412479,-0.0006024419451453524,-0.0001876819159988759,-0.005051831403187492,-0.0009595101185504609,-0.0005692833251408534,-0.002027710381594753,0.001047581190604101,0.0022952597294072633,-0.00048380724592014975,0.0009010589075178457,0.0005341812271598087,-0.0025739987525104434,-0.002148371725047642,0.00045528541284092826,0.0011873953668460095,-0.00023671940777399714,-0.00445824546004107,0.0004198832164658723,-0.001887825916844313,0.08342286112051607,-0.0007644149972592247,0.0005214529394564707,0.0014654545492029062,0.00012967104981063564,-0.00040225093046279215,-0.0007056730164067997,-0.002296553931808061,0.0009331744935026947,0.0013277566331810966,-0.001308496868869926,-0.004010868844576503,0.0012636221222896923,0.0011068491509115639
Feature 25,-0.0003959268908380756,0.0008782853518106152,0.0018767313525349589,-0.0010603942775116316,-0.0014985937823279926,-0.002486135571349903,0.0030510577154668284,0.001331639763728832,-0.000946091926990938,-0.0024531431261271973,-0.00033958539268415813,-0.0004555645260686758,0.000271504906505539,-0.0003500324358353784,-0.0008447009225147939,-0.0034254741165013693,-0.0010746530041120248,-0.0007573830126701468,-0.0007744565530858463,3.3644201277265707e-05,0.0029149543581194273,-0.002575463449355396,0.002632434574471976,-0.0007644149972592247,0.16756085082191377,0.02155068121267811,-0.03595792727114441,-0.002566633364229327,0.033085088732218125,-0.0006853486543616237,0.01647122006361334,0.0009245097716124822,0.023868096207401653,-0.0006574273351780022,0.00025527099160987346,0.0016704767178100564,-0.004326349086541559
Feature 26,-0.00010982983435270344,0.0017676025416949617,0.0034559359255756637,0.0007915930851012385,-0.0002596882740875721,0.000643500236649174,0.0005221413946212287,0.003083248195218472,-0.0021685414830432776,-0.0028636966910457833,-0.002560127350252008,-0.0018185760439787906,-0.0016288563908764045,0.004148346434384054,-0.003359350646411647,5.8572999627918426e-05,-0.0012369257900190153,-0.0002465102022150707,-0.0020639362166188615,-7.081373928276497e-05,0.0009811313426767937,-0.0011514467713466562,0.0013311476192719952,0.0005214529394564707,0.02155068121267811,0.14138788555066054,-0.01809444924352765,0.0044971166396659615,0.0246001334730738,0.001705626329528616,0.012030338272379228,0.0007020407716345264,0.01791398625135337,0.0025620263705488115,0.0001189752448082781,0.0009781240080347804,-0.0020262850975445177
Feature 27,-0.005153997943158662,0.020034237161018733,-0.0024429529818219458,-0.002703732039535037,0.005032727276075511,-0.0026081252903463127,0.00044209428363330453,-0.0005155994048568082,0.0006288569808263,0.0069271613588881365,-0.017143544180584055,-0.004814305593749798,-0.0014323529440454768,-0.0017332864688992366,-0.0023530905433741226,-0.0022391041145729497,0.0014298844901214727,-0.0003037290445482962,0.02174488479606684,-0.0032272300132825224,-0.001858104613212798,-0.0047255027690961795,-0.0016316230522268349,0.0014654545492029062,-0.03595792727114441,-0.01809444924352765,0.033458970016746276,0.004248626312946293,-0.013948059925564417,0.0032631913019727544,-0.006953628514382246,-0.0004953611287601702,-0.010054840520591267,0.00411431786648341,-0.001944524446852907,0.004418094871714208,-0.005923182142869159
Feature 28,0.000902892488873429,0.011614682501535785,-0.001446090023308109,0.0008414610949857565,0.0008705522710063973,-5.276736444486692e-05,0.0004885662145775132,-0.0008484106814656125,0.00022102514575096224,-0.0006523217035301309,0.00036150596516144103,-0.002446664093473605,-0.0022819274788775734,0.0005489561233535131,-0.0005231199330228654,-0.0013736096560427805,-0.0005524012341495912,0.0010108479230699192,0.00016333617986171272,-0.00010197130748916147,-0.0007671809433611824,-0.001865263408183826,-0.0007793900582608498,0.00012967104981063564,-0.002566633364229327,0.0044971166396659615,0.004248626312946293,0.011544615056796036,0.0006207480905903759,0.005286466709522313,0.0018966815348242813,0.0032805672020942748,-0.0007779300086578216,0.006450884988624566,0.0004507529068009821,0.0019387561704690274,-0.002314759962012124
Feature 29,0.014251342235199926,-0.006899720566127994,-0.0035276515510292185,0.0009794058327900217,0.001198599574195406,0.0018897824353251201,-0.00018476730536695694,0.0004339896236961941,-0.000558073042618854,-0.0085621121179152,0.004311382095036731,-0.002789468121746263,-0.0034257661236176285,0.0016265960048374602,-0.001555632522109208,0.0006056159678682183,0.0003971531697985196,-0.000664775516488014,0.005107480921752443,0.0003955264439464607,0.0017243402227832552,-0.0014232872322280299,0.006245814890099187,-0.00040225093046279215,0.033085088732218125,0.0246001334730738,-0.013948059925564417,0.0006207480905903759,0.029905596138419407,-0.0005024305691428287,0.01659090292151019,-0.0002878084219769375,0.020260211636590048,-0.0005506331153580321,0.0008113235953295733,0.0009433049649265561,-0.0024965745367710682
Feature 30,0.0016590278691702147,0.011970341679079175,-0.0018702449775267972,0.0009199476754192284,0.00037863507560590847,-0.0006263432347790719,7.51096934778875e-05,-0.0013032515390244623,-0.000387927519439632,-0.00035305471690619424,0.0011899699765921833,-0.002571626959537621,-0.00054925259996182,-0.00013854649974568857,0.0006763790251814389,-2.111212875254182e-05,-0.0010146763096708174,0.00026145541044284536,0.0009489013197999608,-0.0010404313159919289,-0.00033051681648355795,0.0029143871241316486,-0.0013021283406856599,-0.0007056730164067997,-0.0006853486543616237,0.001705626329528616,0.0032631913019727544,0.005286466709522313,-0.0005024305691428287,0.01187447864564896,0.001443951577293651,0.005310962634120687,-0.0016701396872145337,0.012050567424476988,0.0006704188262843766,-0.0011433048746176972,0.0024831066429016097
Feature 31,0.035902647640776025,0.00126352877653051,0.00022416457827068687,0.000800713996251537,-0.0012537574697181171,0.0008949508209138786,0.0018222350160197306,-0.002194131276192821,-0.001348758705144181,-0.0008088953889689647,0.0023079450370760072,0.0017714839888965384,7.02266205093338e-05,0.0011773784677030722,0.0011014228464249411,0.0029031191978269853,1.8637561405499378e-06,-0.00021462230495549473,0.0011452069731406162,0.002507109503752484,0.0005223597421421976,-0.009691137733236928,-0.006043701801868095,-0.002296553931808061,0.01647122006361334,0.012030338272379228,-0.006953628514382246,0.0018966815348242813,0.01659090292151019,0.001443951577293651,0.025957377247959927,0.0023389902562847794,-0.0016915219764558316,0.0017930788760264955,0.004227863973964308,0.003839511766090828,-0.008135648775954964
Feature 32,0.005680773512773714,0.0016166646766117392,0.0008129582027518473,-0.00026417122714941235,-0.000671468456051185,0.00037616955787420927,0.0006231627218976065,-0.0023142670682486967,-0.0002929976007040904,0.0008966045372389247,0.0006215040022161609,-0.0012834673961135607,-0.0006693033760825347,0.0004468424391981792,0.00044857525530369555,0.0011485622919070989,-5.694226686135057e-05,-0.0005684869279078692,-0.009442185684767684,-0.0022630007653077567,-0.0012226185416489388,-0.001418466968394602,-0.00288400333068862,0.0009331744935026947,0.0009245097716124822,0.0007020407716345264,-0.0004953611287601702,0.0032805672020942748,-0.0002878084219769375,0.005310962634120687,0.0023389902562847794,0.022070139561932156,-0.002123771821908664,0.0017269393035032573,-0.0003367372742438833,0.0012389898454488392,-0.0014436520217811252
Feature 33,-0.011954897103778797,-0.00860433752860686,-0.00407354712427596,0.0004649021106634613,0.002293111629973233,0.0013987622997227282,-0.0016109022322718597,0.002173434604487995,0.0004241758425507065,-0.00884274708315208,0.002985614492674842,-0.0044516625546287755,-0.003841990227851933,0.0008897745859038097,-0.002570112315226429,-0.0015710592485416053,0.00043766367203094806,-0.000569538840807234,0.004763461406449154,-0.0014978723364199584,0.001503558780976082,0.00590661106188802,0.011571058118647422,0.0013277566331810966,0.023868096207401653,0.01791398625135337,-0.010054840520591267,-0.0007779300086578216,0.020260211636590048,-0.0016701396872145337,-0.0016915219764558316,-0.002123771821908664,0.023707204764762596,-0.0019928781174780434,-0.0023663379363217775,-0.0019206700015922736,0.003519304629466265
Feature 34,0.0010480048802755338,0.01504921769182084,-0.002460549676139546,0.0010897183700986804,0.000653974376272614,-0.0008508873671257278,0.00035675234072389626,-0.00122832179448429,-0.0004660156049807828,-0.0005572986289655653,0.0013092622511394415,-0.0023222026967672895,-0.0007046165501226691,-0.00021298341275202554,0.0005419388905384521,-0.0006593459013326607,-0.0013196470668854529,0.0006666301809513212,0.0027203046718710755,0.00038057770920314976,-0.00019754022757036962,0.003029600225757044,-0.0012486879850371081,-0.001308496868869926,-0.0006574273351780022,0.0025620263705488115,0.00411431786648341,0.006450884988624566,-0.0005506331153580321,0.012050567424476988,0.0017930788760264955,0.0017269393035032573,-0.0019928781174780434,0.0145013147469415,0.001225548495533052,-0.00131893139854397,0.00281358908632453
Feature 35,0.0009105666900967228,0.00294896526068939,-0.0031777288213030606,0.001203785703122845,0.003207948259076331,-0.0017511011664919462,0.0014674496811835644,-0.002251833968531912,0.0020658900474370507,-0.0015550469401075296,0.0021352465367811455,-0.00018671179852570042,-0.0020912742287229947,-0.00045147107826534413,-0.0001471768469784918,-0.001781666573330615,0.00047928418271789194,0.00039454427359627973,-0.002850103423587094,0.0008976368105449244,0.0014551151756550073,-0.0005070457850852849,-0.00023037103986141744,-0.004010868844576503,0.00025527099160987346,0.0001189752448082781,-0.001944524446852907,0.0004507529068009821,0.0008113235953295733,0.0006704188262843766,0.004227863973964308,-0.0003367372742438833,-0.0023663379363217775,0.001225548495533052,0.03607406257356435,0.000352126046600308,-0.0017090708719646591
